date,region,ev_sales,charging_stations,battery_cost,electricity_price,fuel_price,gdp_index,population,carbon_emission,gov_policy_index,grid_capacity,battery_degradation_index
2018-08-01,Uttar Pradesh,1041.18,50.94,173.87,6.51,90.15,102.19,10059067.0,215.18,41.49,533.82,0.02107
2018-09-01,Uttar Pradesh,1082.6,66.3,175.67,6.27,88.04,103.92,10063422.0,216.36,43.35,550.31,0.02008
2018-10-01,Uttar Pradesh,999.6,57.31,172.46,6.275,86.48,102.41,10072146.0,217.04,43.0,540.37,0.02165
2018-11-01,Uttar Pradesh,1089.48,65.22,171.44,6.239,86.0,103.15,10078117.0,218.38,43.69,552.78,0.02223
2018-12-01,Uttar Pradesh,1160.06,66.25,170.96,6.399,81.33,102.66,10087856.0,215.22,45.2,561.45,0.0222
2019-01-01,Uttar Pradesh,1182.74,70.94,168.68,6.935,83.44,105.86,10095910.0,218.38,45.76,550.98,0.02001
2019-02-01,Uttar Pradesh,1225.23,76.44,168.57,6.815,81.77,104.83,10102625.0,218.47,46.16,565.79,0.02193
2019-03-01,Uttar Pradesh,1198.83,69.04,166.58,6.956,82.37,104.99,10114154.0,218.99,45.12,561.47,0.02319
2019-04-01,Uttar Pradesh,1274.59,82.91,162.01,6.925,82.08,104.46,10120965.0,216.78,44.42,570.38,0.02363
2019-05-01,Uttar Pradesh,1286.95,84.2,166.49,6.995,84.23,105.48,10128988.0,215.11,46.44,566.59,0.02253
2019-06-01,Uttar Pradesh,1290.42,82.48,161.56,6.644,86.08,105.97,10134872.0,215.78,46.8,569.39,0.02292
2019-07-01,Uttar Pradesh,1279.05,75.13,162.4,6.902,86.65,107.05,10144483.0,214.7,47.42,587.6,0.02266
2019-08-01,Uttar Pradesh,1350.41,90.28,161.12,6.674,89.44,104.68,10150479.0,210.76,46.54,580.19,0.02142
2019-09-01,Uttar Pradesh,1407.33,100.04,161.2,6.379,92.1,108.28,10159716.0,212.52,47.52,587.16,0.02356
2019-10-01,Uttar Pradesh,1387.98,91.48,161.3,6.215,89.32,107.51,10169301.0,217.88,49.7,600.71,0.02286
2019-11-01,Uttar Pradesh,1403.06,95.71,161.33,6.512,92.18,108.38,10175977.0,211.76,49.52,580.03,0.02256
2019-12-01,Uttar Pradesh,1442.53,99.07,160.01,6.823,91.97,107.68,10183763.0,214.53,49.22,603.23,0.02182
2020-01-01,Uttar Pradesh,1822.3,180.88,163.24,6.619,90.73,106.69,10190151.0,212.73,62.7,618.67,0.0228
2020-02-01,Uttar Pradesh,1820.57,178.58,155.54,7.008,91.02,108.1,10197675.0,217.45,62.25,616.14,0.02276
2020-03-01,Uttar Pradesh,1874.65,186.2,152.99,7.05,87.55,109.3,10206471.0,212.75,62.42,632.37,0.02262
2020-04-01,Uttar Pradesh,1858.46,179.62,159.03,7.119,87.69,107.97,10216707.0,213.47,64.41,636.38,0.02258
2020-05-01,Uttar Pradesh,1914.05,187.62,152.72,7.026,86.16,109.87,10223334.0,211.71,65.92,652.1,0.02436
2020-06-01,Uttar Pradesh,1973.01,199.15,157.61,7.03,84.95,109.75,10228654.0,214.92,62.65,648.62,0.02514
2020-07-01,Uttar Pradesh,1645.83,123.65,150.85,6.79,83.19,110.43,10240326.0,212.36,54.06,640.03,0.02614
2020-08-01,Uttar Pradesh,1668.49,124.18,154.56,6.776,80.58,111.94,10250294.0,213.23,52.77,655.15,0.0258
2020-09-01,Uttar Pradesh,1662.88,121.44,152.08,6.594,82.48,111.04,10257237.0,212.27,51.15,648.47,0.02381
2020-10-01,Uttar Pradesh,1713.46,131.12,147.22,6.484,81.89,111.63,10261900.0,212.66,52.41,644.05,0.02473
2020-11-01,Uttar Pradesh,1694.07,124.26,149.93,6.325,84.27,112.79,10272530.0,211.45,54.88,643.76,0.02568
2020-12-01,Uttar Pradesh,1756.47,134.76,144.62,6.327,84.66,112.62,10279262.0,210.62,53.33,651.85,0.02407
2021-01-01,Uttar Pradesh,1840.66,149.99,149.92,6.894,87.9,113.2,10289241.0,210.68,53.48,661.29,0.02406
2021-02-01,Uttar Pradesh,1816.35,143.2,142.63,7.066,87.45,113.44,10298191.0,210.83,54.43,652.39,0.02532
2021-03-01,Uttar Pradesh,1836.62,142.22,146.9,7.191,90.87,112.85,10302836.0,210.18,54.85,673.15,0.02481
2021-04-01,Uttar Pradesh,1876.73,150.64,144.91,7.293,93.55,113.77,10311593.0,210.57,56.21,660.04,0.02541
2021-05-01,Uttar Pradesh,1891.39,150.7,143.75,7.297,93.07,114.21,10321096.0,210.98,55.85,664.45,0.02754
2021-06-01,Uttar Pradesh,1918.66,154.63,142.71,7.126,92.38,113.69,10329717.0,208.54,55.58,661.89,0.02702
2021-07-01,Uttar Pradesh,1958.86,156.25,142.61,6.939,92.75,114.95,10335402.0,209.22,57.25,695.19,0.0266
2021-08-01,Uttar Pradesh,1998.78,164.18,143.26,6.642,92.27,114.33,10343547.0,210.27,56.5,684.58,0.02714
2021-09-01,Uttar Pradesh,2023.99,168.14,144.04,6.65,91.27,116.05,10352255.0,208.4,57.67,678.05,0.02584
2021-10-01,Uttar Pradesh,2044.31,169.03,136.82,6.536,89.85,116.09,10362437.0,209.45,59.2,684.85,0.02653
2021-11-01,Uttar Pradesh,2039.7,165.36,139.89,6.552,88.36,118.0,10366943.0,206.36,59.56,683.94,0.02802
2021-12-01,Uttar Pradesh,2171.11,192.6,135.79,6.662,85.48,116.99,10376961.0,206.58,56.35,682.84,0.02697
2022-01-01,Uttar Pradesh,2555.47,270.96,134.08,7.035,84.46,115.61,10381752.0,204.24,75.31,725.37,0.02603
2022-02-01,Uttar Pradesh,2560.59,272.15,133.56,7.268,83.98,116.76,10393497.0,211.31,74.96,705.77,0.02618
2022-03-01,Uttar Pradesh,2587.5,272.85,133.4,7.422,82.64,118.02,10400166.0,208.62,75.24,723.38,0.02766
2022-04-01,Uttar Pradesh,2666.95,285.75,133.5,7.218,84.29,117.96,10408442.0,208.2,74.93,739.08,0.02898
2022-05-01,Uttar Pradesh,2650.72,279.4,132.4,7.387,86.12,118.71,10415250.0,206.48,74.72,737.46,0.02712
2022-06-01,Uttar Pradesh,2712.74,287.81,133.49,7.168,86.63,118.21,10426502.0,204.71,76.01,756.43,0.02934
2022-07-01,Uttar Pradesh,2334.57,203.6,130.0,7.172,90.14,119.41,10431977.0,208.85,61.15,724.26,0.02831
2022-08-01,Uttar Pradesh,2347.32,203.49,133.35,7.051,92.24,118.44,10440182.0,204.04,62.05,724.53,0.02747
2022-09-01,Uttar Pradesh,2416.35,215.24,129.23,6.7,92.24,120.34,10445457.0,206.46,61.67,731.04,0.03047
2022-10-01,Uttar Pradesh,2418.58,211.69,131.19,6.639,95.42,120.27,10459677.0,204.86,60.07,738.23,0.02968
2022-11-01,Uttar Pradesh,2502.87,226.73,130.97,6.522,94.65,118.83,10465687.0,206.78,62.56,745.65,0.02866
2022-12-01,Uttar Pradesh,2513.69,224.96,126.54,6.82,95.39,121.64,10472453.0,206.09,62.48,753.7,0.03086
2023-01-01,Uttar Pradesh,2529.4,224.92,126.81,7.319,95.06,121.0,10480235.0,205.97,63.72,757.37,0.03136
2023-02-01,Uttar Pradesh,2560.14,229.22,123.34,7.378,94.74,121.85,10489240.0,202.66,64.0,754.5,0.02768
2023-03-01,Uttar Pradesh,2595.77,232.51,122.81,7.42,89.72,122.43,10496273.0,205.61,64.2,766.06,0.02972
2023-04-01,Uttar Pradesh,2694.97,250.16,119.4,7.201,88.57,121.09,10504826.0,205.1,64.18,778.04,0.02927
2023-05-01,Uttar Pradesh,2669.01,240.77,118.3,7.466,87.52,122.71,10513822.0,202.81,63.89,780.21,0.0293
2023-06-01,Uttar Pradesh,2689.47,244.05,127.25,7.553,87.12,121.96,10521300.0,202.01,65.93,767.65,0.02889
2023-07-01,Uttar Pradesh,2763.79,254.14,121.29,7.35,83.65,122.38,10528657.0,203.83,67.47,792.3,0.02926
2023-08-01,Uttar Pradesh,2750.99,249.18,120.37,6.928,85.72,122.82,10534693.0,199.93,65.84,784.08,0.03043
2023-09-01,Uttar Pradesh,2788.43,254.18,118.18,6.763,86.66,122.76,10543172.0,200.28,68.85,785.81,0.03192
2023-10-01,Uttar Pradesh,2837.62,260.12,120.4,6.795,86.08,124.54,10553453.0,202.2,67.97,799.18,0.02984
2023-11-01,Uttar Pradesh,2894.48,268.91,118.09,6.887,88.07,123.7,10562366.0,203.23,66.74,804.84,0.0315
2023-12-01,Uttar Pradesh,2900.99,269.11,119.89,7.011,89.08,125.19,10568156.0,201.9,69.07,790.77,0.02993
2024-01-01,Uttar Pradesh,3298.78,352.8,118.98,7.291,89.55,123.68,10574231.0,201.69,84.48,813.83,0.03045
2024-02-01,Uttar Pradesh,3344.94,359.26,116.94,7.527,94.08,125.24,10584090.0,200.24,83.32,818.32,0.03166
2024-03-01,Uttar Pradesh,3401.53,365.03,114.28,7.834,94.13,125.5,10592681.0,200.87,83.35,843.69,0.03261
2024-04-01,Uttar Pradesh,3417.91,367.59,109.4,7.475,95.76,125.42,10595730.0,199.99,82.51,828.16,0.03056
2024-05-01,Uttar Pradesh,3446.64,368.96,111.64,7.67,96.82,126.04,10606430.0,201.05,81.95,839.95,0.03135
2024-06-01,Uttar Pradesh,3517.53,380.86,109.89,7.406,97.42,124.85,10612381.0,199.4,83.68,845.01,0.03001
2024-07-01,Uttar Pradesh,3199.1,306.48,108.48,7.425,93.91,127.46,10620031.0,200.14,71.25,834.82,0.03096
2024-08-01,Uttar Pradesh,3215.83,306.96,104.58,7.236,93.79,127.24,10634413.0,199.25,72.54,833.43,0.03092
2024-09-01,Uttar Pradesh,3286.34,317.66,104.98,6.995,92.5,127.93,10644465.0,198.14,71.76,845.74,0.03117
2024-10-01,Uttar Pradesh,3269.65,310.71,112.52,6.974,93.19,127.22,10646558.0,199.3,72.7,842.93,0.03299
2024-11-01,Uttar Pradesh,3355.52,325.57,107.43,6.967,89.28,128.58,10655353.0,199.01,71.43,850.29,0.03263
2024-12-01,Uttar Pradesh,3392.81,329.76,103.84,7.188,87.91,129.4,10665010.0,202.14,73.2,854.99,0.03304
2025-01-01,Uttar Pradesh,3441.85,334.92,107.06,7.097,86.67,129.41,10673370.0,199.67,74.01,871.16,0.0333
2025-02-01,Uttar Pradesh,3445.89,334.22,103.5,7.502,86.76,130.58,10681433.0,197.47,74.21,857.2,0.03215
2025-03-01,Uttar Pradesh,3490.62,338.73,104.53,7.789,86.34,130.12,10689574.0,199.14,74.74,870.79,0.03295
2025-04-01,Uttar Pradesh,3525.83,342.3,102.05,8.138,88.75,131.36,10697753.0,198.03,74.98,875.84,0.03327
2025-05-01,Uttar Pradesh,3564.85,344.93,105.28,7.502,87.7,129.88,10704157.0,197.45,75.18,893.07,0.03339
2025-06-01,Uttar Pradesh,3598.46,350.5,99.47,7.771,89.62,131.02,10717054.0,197.13,76.03,881.57,0.03242
2025-07-01,Uttar Pradesh,3645.21,358.52,99.03,7.459,93.39,131.97,10720755.0,196.12,76.48,873.58,0.03406
2025-08-01,Uttar Pradesh,3673.46,357.98,98.54,6.981,94.94,131.73,10728529.0,200.25,76.69,895.36,0.0322
2025-09-01,Uttar Pradesh,3734.79,368.79,93.87,7.179,96.66,131.78,10734970.0,196.24,76.83,890.6,0.03401
2025-10-01,Uttar Pradesh,3791.07,377.8,96.33,7.329,97.86,132.26,10745552.0,198.24,76.11,890.24,0.0345
2025-11-01,Uttar Pradesh,3806.42,375.21,95.73,6.956,98.11,133.03,10749775.0,195.03,76.55,905.49,0.03129
2025-12-01,Uttar Pradesh,3886.06,388.19,93.72,7.15,98.67,132.46,10760785.0,195.96,77.65,914.0,0.03526
